2 100 -20 20 10201
-58.0000 24.0000 0.90199415511060606
-58.0000 26.0000 0.90199415511060606
-58.0000 28.0000 0.90199415511060606
-58.0000 30.0000 0.90199415511060606
-58.0000 32.0000 0.90199415511060606
-58.0000 34.0000 0.90199415511060606
-58.0000 36.0000 0.90199415511060606
-58.0000 38.0000 0.90199415511060606
-58.0000 40.0000 0.90199415511060606
-58.0000 42.0000 0.90199415511060606
-58.0000 44.0000 0.90199415511060606
-58.0000 46.0000 0.90199415511060606
-58.0000 48.0000 0.90199415511060606
-58.0000 50.0000 0.90199415511060606
-58.0000 52.0000 0.90199415511060606
-58.0000 54.0000 0.90199415511060606
-58.0000 56.0000 0.90199415511060606
-58.0000 58.0000 0.90199415511060606
-58.0000 60.0000 0.90199415511060606
-58.0000 62.0000 0.90199415511060606
-58.0000 64.0000 0.90199415511060606
-58.0000 66.0000 0.90199415511060606
-58.0000 68.0000 0.90199415511060606
-58.0000 70.0000 0.90199415511060606
-58.0000 72.0000 0.90199415511060606
-58.0000 74.0000 0.90199415511060606
-58.0000 76.0000 0.90199415511060606
-58.0000 78.0000 0.90199415511060606
-58.0000 80.0000 0.90199415511060606
-58.0000 82.0000 0.90199415511060606
-58.0000 84.0000 0.90199415511060606
-58.0000 86.0000 0.90199415511060606
-58.0000 88.0000 0.90199415511060606
-58.0000 90.0000 0.90199415511060606
-58.0000 92.0000 0.90199415511060606
-58.0000 94.0000 0.90199415511060606
-58.0000 96.0000 0.90199415511060606
-58.0000 98.0000 0.90199415511060606
-58.0000 100.0000 0.90199415511060606
-56.0000 -100.0000 1.43553442713729936
-56.0000 -98.0000 1.43553442713729936
-56.0000 -96.0000 1.43553442713729936
-56.0000 -94.0000 1.43553442713729936
-56.0000 -92.0000 1.43553442713729936
-56.0000 -90.0000 1.43553442713729936
-56.0000 -88.0000 1.43553442713729936
-56.0000 -86.0000 1.43553442713729936
-56.0000 -84.0000 1.43553442713729936
-56.0000 -82.0000 1.43553442713729936
-56.0000 -80.0000 1.43553442713729936
-56.0000 -78.0000 1.43553442713729936
-56.0000 -76.0000 1.43553442713729936
-56.0000 -74.0000 1.43553442713729936
-56.0000 -72.0000 1.43553442713729936
-56.0000 -70.0000 1.43553442713729936
-56.0000 -68.0000 1.43553442713729936
-56.0000 -66.0000 1.43553442713729936
-56.0000 -64.0000 1.43553442713729936
-56.0000 -62.0000 1.43553442713729936
-56.0000 -60.0000 1.43553442713729936
-56.0000 -58.0000 1.43553442713729936
-56.0000 -56.0000 1.43553442713729936
-56.0000 -54.0000 1.43553442713729936
-56.0000 -52.0000 1.43553442713729936
-56.0000 -50.0000 1.43553442713729936
-56.0000 -48.0000 1.43553442713729936
-56.0000 -46.0000 1.43553442713729936
-56.0000 -44.0000 1.43553442713729936
-56.0000 -42.0000 1.43553442713729936
-56.0000 -40.0000 1.43553442713729936
-56.0000 -38.0000 1.43553442713729936
-56.0000 -36.0000 1.43553442713729936
-56.0000 -34.0000 1.43553442713729936
-56.0000 -32.0000 1.43553442713729936
-56.0000 -30.0000 1.43553442713729936
-56.0000 -28.0000 1.43553442713729936
-56.0000 -26.0000 1.43553442713729936
-56.0000 -24.0000 1.43553442713729936
-56.0000 -22.0000 1.43553442713729936
-56.0000 -20.0000 1.43553442713729936
-56.0000 -18.0000 1.43553442713729936
-56.0000 -16.0000 1.43553442713729936
-56.0000 -14.0000 1.43553442713729936
-56.0000 -12.0000 1.43553442713729936
-56.0000 -10.0000 1.43553442713729936
-56.0000 -8.0000 1.43553442713729936
-56.0000 -6.0000 1.43553442713729936
-56.0000 -4.0000 1.43553442713729936
-56.0000 -2.0000 1.43553442713729936
-56.0000 0.0000 1.43553442713729936
-56.0000 2.0000 1.43553442713729936
-56.0000 4.0000 1.43553442713729936
-56.0000 6.0000 1.43553442713729936
-56.0000 8.0000 1.43553442713729936
-56.0000 10.0000 1.43553442713729936
-56.0000 12.0000 1.43553442713729936
-56.0000 14.0000 1.43553442713729936
-56.0000 16.0000 1.43553442713729936
-56.0000 18.0000 1.43553442713729936
-56.0000 20.0000 1.43553442713729936
-56.0000 22.0000 1.43553442713729936
-56.0000 24.0000 1.43553442713729936
-56.0000 26.0000 1.43553442713729936
-56.0000 28.0000 1.43553442713729936
-56.0000 30.0000 1.43553442713729936
-56.0000 32.0000 1.43553442713729936
-56.0000 34.0000 1.43553442713729936
-56.0000 36.0000 1.43553442713729936
-56.0000 38.0000 1.43553442713729936
-56.0000 40.0000 1.43553442713729936
-56.0000 42.0000 1.43553442713729936
-56.0000 44.0000 1.43553442713729936
-56.0000 46.0000 1.43553442713729936
-56.0000 48.0000 1.43553442713729936
-56.0000 50.0000 1.43553442713729936
-56.0000 52.0000 1.43553442713729936
-56.0000 54.0000 1.43553442713729936
-56.0000 56.0000 1.43553442713729936
-56.0000 58.0000 1.43553442713729936
-56.0000 60.0000 1.43553442713729936
-56.0000 62.0000 1.43553442713729936
-56.0000 64.0000 1.43553442713729936
-56.0000 66.0000 1.43553442713729936
-56.0000 68.0000 1.43553442713729936
-56.0000 70.0000 1.43553442713729936
-56.0000 72.0000 1.43553442713729936
-56.0000 74.0000 1.43553442713729936
-56.0000 76.0000 1.43553442713729936
-56.0000 78.0000 1.43553442713729936
-56.0000 80.0000 1.43553442713729936
-56.0000 82.0000 1.43553442713729936
-56.0000 84.0000 1.43553442713729936
-56.0000 86.0000 1.43553442713729936
-56.0000 88.0000 1.43553442713729936
-56.0000 90.0000 1.43553442713729936
-56.0000 92.0000 1.43553442713729936
-56.0000 94.0000 1.43553442713729936
-56.0000 96.0000 1.43553442713729936
-56.0000 98.0000 1.43553442713729936
-56.0000 100.0000 1.43553442713729936
-54.0000 -100.0000 -2.6149955941308034
-54.0000 -98.0000 -2.6149955941308034
-54.0000 -96.0000 -2.6149955941308034
-54.0000 -94.0000 -2.6149955941308034
-54.0000 -92.0000 -2.6149955941308034
-54.0000 -90.0000 -2.6149955941308034
-54.0000 -88.0000 -2.6149955941308034
-54.0000 -86.0000 -2.6149955941308034
-54.0000 -84.0000 -2.6149955941308034
-54.0000 -82.0000 -2.6149955941308034
-54.0000 -80.0000 -2.6149955941308034
-54.0000 -78.0000 -2.6149955941308034
-54.0000 -76.0000 -2.6149955941308034
-54.0000 -74.0000 -2.6149955941308034
-54.0000 -72.0000 -2.6149955941308034
-54.0000 -70.0000 -2.6149955941308034
-54.0000 -68.0000 -2.6149955941308034
-54.0000 -66.0000 -2.6149955941308034
-54.0000 -64.0000 -2.6149955941308034
-54.0000 -62.0000 -2.6149955941308034
-54.0000 -60.0000 -2.6149955941308034
-54.0000 -58.0000 -2.6149955941308034
-54.0000 -56.0000 -2.6149955941308034
-54.0000 -54.0000 -2.6149955941308034
-54.0000 -52.0000 -2.6149955941308034
-54.0000 -50.0000 -2.6149955941308034
-54.0000 -48.0000 -2.6149955941308034
-54.0000 -46.0000 -2.6149955941308034
-54.0000 -44.0000 -2.6149955941308034
-54.0000 -42.0000 -2.6149955941308034
-54.0000 -40.0000 -2.6149955941308034
-54.0000 -38.0000 -2.6149955941308034
-54.0000 -36.0000 -2.6149955941308034
-54.0000 -34.0000 -2.6149955941308034
-54.0000 -32.0000 -2.6149955941308034
-54.0000 -30.0000 -2.6149955941308034
-54.0000 -28.0000 -2.6149955941308034
-54.0000 -26.0000 -2.6149955941308034
-54.0000 -24.0000 -2.6149955941308034
-54.0000 -22.0000 -2.6149955941308034
-54.0000 -20.0000 -2.6149955941308034
-54.0000 -18.0000 -2.6149955941308034
-54.0000 -16.0000 -2.6149955941308034
-54.0000 -14.0000 -2.6149955941308034
-54.0000 -12.0000 -2.6149955941308034
-54.0000 -10.0000 -2.6149955941308034
-54.0000 -8.0000 -2.6149955941308034
-54.0000 -6.0000 -2.6149955941308034
-54.0000 -4.0000 -2.6149955941308034
-54.0000 -2.0000 -2.6149955941308034
-54.0000 0.0000 -2.6149955941308034
-54.0000 2.0000 -2.6149955941308034
-54.0000 4.0000 -2.6149955941308034
-54.0000 6.0000 -2.6149955941308034
-54.0000 8.0000 -2.6149955941308034
-54.0000 10.0000 -2.6149955941308034
-54.0000 12.0000 -2.6149955941308034
-54.0000 14.0000 -2.6149955941308034
-54.0000 16.0000 -2.6149955941308034
-54.0000 18.0000 -2.6149955941308034
-54.0000 20.0000 -2.6149955941308034
-54.0000 22.0000 -2.6149955941308034
-54.0000 24.0000 -2.6149955941308034
-54.0000 26.0000 -2.6149955941308034
-54.0000 28.0000 -2.6149955941308034
-54.0000 30.0000 -2.6149955941308034
-54.0000 32.0000 -2.6149955941308034
-54.0000 34.0000 -2.6149955941308034
-54.0000 36.0000 -2.6149955941308034
-54.0000 38.0000 -2.6149955941308034
-54.0000 40.0000 -2.6149955941308034
-54.0000 42.0000 -2.6149955941308034
-54.0000 44.0000 -2.6149955941308034
-54.0000 46.0000 -2.6149955941308034
-54.0000 48.0000 -2.6149955941308034
-54.0000 50.0000 -2.6149955941308034
-54.0000 52.0000 -2.6149955941308034
-54.0000 54.0000 -2.6149955941308034
-54.0000 56.0000 -2.6149955941308034
-54.0000 58.0000 -2.6149955941308034
-54.0000 60.0000 -2.6149955941308034
-54.0000 62.0000 -2.6149955941308034
-54.0000 64.0000 -2.6149955941308034
-54.0000 66.0000 -2.6149955941308034
-54.0000 68.0000 -2.6149955941308034
-54.0000 70.0000 -2.6149955941308034
-54.0000 72.0000 -2.6149955941308034
-54.0000 74.0000 -2.6149955941308034
-54.0000 76.0000 -2.6149955941308034
-54.0000 78.0000 -2.6149955941308034
-54.0000 80.0000 -2.6149955941308034
-54.0000 82.0000 -2.6149955941308034
-54.0000 84.0000 -2.6149955941308034
-54.0000 86.0000 -2.6149955941308034
-54.0000 88.0000 -2.6149955941308034
-54.0000 90.0000 -2.6149955941308034
-54.0000 92.0000 -2.6149955941308034
-54.0000 94.0000 -2.6149955941308034
-54.0000 96.0000 -2.6149955941308034
-54.0000 98.0000 -2.6149955941308034
-54.0000 100.0000 -2.6149955941308034
-52.0000 -100.0000 -1.08854001207101366
-52.0000 -98.0000 -1.08854001207101366
-52.0000 -96.0000 -1.08854001207101366
-52.0000 -94.0000 -1.08854001207101366
-52.0000 -92.0000 -1.08854001207101366
-52.0000 -90.0000 -1.08854001207101366
-52.0000 -88.0000 -1.08854001207101366
-52.0000 -86.0000 -1.08854001207101366
-52.0000 -84.0000 -1.08854001207101366
-52.0000 -82.0000 -1.08854001207101366
-52.0000 -80.0000 -1.08854001207101366
-52.0000 -78.0000 -1.08854001207101366
-52.0000 -76.0000 -1.08854001207101366
-52.0000 -74.0000 -1.08854001207101366
-52.0000 -72.0000 -1.08854001207101366
-52.0000 -70.0000 -1.08854001207101366
-52.0000 -68.0000 -1.08854001207101366
-52.0000 -66.0000 -1.08854001207101366
-52.0000 -64.0000 -1.08854001207101366
-52.0000 -62.0000 -1.08854001207101366
-52.0000 -60.0000 -1.08854001207101366
-52.0000 -58.0000 -1.08854001207101366
-52.0000 -56.0000 -1.08854001207101366
-52.0000 -54.0000 -1.08854001207101366
-52.0000 -52.0000 -1.08854001207101366
-52.0000 -50.0000 -1.08854001207101366
-52.0000 -48.0000 -1.08854001207101366
-52.0000 -46.0000 -1.08854001207101366
-52.0000 -44.0000 -1.08854001207101366
-52.0000 -42.0000 -1.08854001207101366
-52.0000 -40.0000 -1.08854001207101366
-52.0000 -38.0000 -1.08854001207101366
-52.0000 -36.0000 -1.08854001207101366
-52.0000 -34.0000 -1.08854001207101366
-52.0000 -32.0000 -1.08854001207101366
-52.0000 -30.0000 -1.08854001207101366
-52.0000 -28.0000 -1.08854001207101366
-52.0000 -26.0000 -1.08854001207101366
-52.0000 -24.0000 -1.08854001207101366
-52.0000 -22.0000 -1.08854001207101366
-52.0000 -20.0000 -1.08854001207101366
-52.0000 -18.0000 -1.08854001207101366
-52.0000 -16.0000 -1.08854001207101366
-52.0000 -14.0000 -1.08854001207101366
-52.0000 -12.0000 -1.08854001207101366
-52.0000 -10.0000 -1.08854001207101366
-52.0000 -8.0000 -1.08854001207101366
-52.0000 -6.0000 -1.08854001207101366
-52.0000 -4.0000 -1.08854001207101366
-52.0000 -2.0000 -1.08854001207101366
-52.0000 0.0000 -1.08854001207101366
-52.0000 2.0000 -1.08854001207101366
-52.0000 4.0000 -1.08854001207101366
-52.0000 6.0000 -1.08854001207101366
-52.0000 8.0000 -1.08854001207101366
-52.0000 10.0000 -1.08854001207101366
-52.0000 12.0000 -1.08854001207101366
-52.0000 14.0000 -1.08854001207101366
-52.0000 16.0000 -1.08854001207101366
-52.0000 18.0000 -1.08854001207101366
-52.0000 20.0000 -1.08854001207101366
-52.0000 22.0000 -1.08854001207101366
-52.0000 24.0000 -1.08854001207101366
-52.0000 26.0000 -1.08854001207101366
-52.0000 28.0000 -1.08854001207101366
-52.0000 30.0000 -1.08854001207101366
-52.0000 32.0000 -1.08854001207101366
-52.0000 34.0000 -1.08854001207101366
-52.0000 36.0000 -1.08854001207101366
-52.0000 38.0000 -1.08854001207101366
-52.0000 40.0000 -1.08854001207101366
-52.0000 42.0000 -1.08854001207101366
-52.0000 44.0000 -1.08854001207101366
-52.0000 46.0000 -1.08854001207101366
-52.0000 48.0000 -1.08854001207101366
-52.0000 50.0000 -1.08854001207101366
-52.0000 52.0000 -1.08854001207101366
-52.0000 54.0000 -1.08854001207101366
-52.0000 56.0000 -1.08854001207101366
-52.0000 58.0000 -1.08854001207101366
-52.0000 60.0000 -1.08854001207101366
-52.0000 62.0000 -1.08854001207101366
-52.0000 64.0000 -1.08854001207101366
-52.0000 66.0000 -1.08854001207101366
-52.0000 68.0000 -1.08854001207101366
-52.0000 70.0000 -1.08854001207101366
-52.0000 72.0000 -1.08854001207101366
-52.0000 74.0000 -1.08854001207101366
-52.0000 76.0000 -1.08854001207101366
-52.0000 78.0000 -1.08854001207101366
-52.0000 80.0000 -1.08854001207101366
-52.0000 82.0000 -1.08854001207101366
-52.0000 84.0000 -1.08854001207101366
-52.0000 86.0000 -1.08854001207101366
-52.0000 88.0000 -1.08854001207101366
-52.0000 90.0000 -1.08854001207101366
-52.0000 92.0000 -1.08854001207101366
-52.0000 94.0000 -1.08854001207101366
-52.0000 96.0000 -1.08854001207101366
-52.0000 98.0000 -1.08854001207101366
-52.0000 100.0000 -1.08854001207101366
-50.0000 -100.0000 2.06228380708199963
-50.0000 -98.0000 2.06228380708199963
-50.0000 -96.0000 2.06228380708199963
-50.0000 -94.0000 2.06228380708199963
-50.0000 -92.0000 2.06228380708199963
-50.0000 -90.0000 2.06228380708199963
-50.0000 -88.0000 2.06228380708199963
-50.0000 -86.0000 2.06228380708199963
-50.0000 -84.0000 2.06228380708199963
-50.0000 -82.0000 2.06228380708199963
-50.0000 -80.0000 2.06228380708199963
-50.0000 -78.0000 2.06228380708199963
-50.0000 -76.0000 2.06228380708199963
-50.0000 -74.0000 2.06228380708199963
-50.0000 -72.0000 2.06228380708199963
-50.0000 -70.0000 2.06228380708199963
-50.0000 -68.0000 2.06228380708199963
-50.0000 -66.0000 2.06228380708199963
-50.0000 -64.0000 2.06228380708199963
-50.0000 -62.0000 2.06228380708199963
-50.0000 -60.0000 2.06228380708199963
-50.0000 -58.0000 2.06228380708199963
-50.0000 -56.0000 2.06228380708199963
-50.0000 -54.0000 2.06228380708199963
-50.0000 -52.0000 2.06228380708199963
-50.0000 -50.0000 2.06228380708199963
-50.0000 -48.0000 2.06228380708199963
-50.0000 -46.0000 2.06228380708199963
-50.0000 -44.0000 2.06228380708199963
-50.0000 -42.0000 2.06228380708199963
-50.0000 -40.0000 2.06228380708199963
-50.0000 -38.0000 2.06228380708199963
-50.0000 -36.0000 2.06228380708199963
-50.0000 -34.0000 2.06228380708199963
-50.0000 -32.0000 2.06228380708199963
-50.0000 -30.0000 2.06228380708199963
-50.0000 -28.0000 2.06228380708199963
-50.0000 -26.0000 2.06228380708199963
-50.0000 -24.0000 2.06228380708199963
-50.0000 -22.0000 2.06228380708199963
-50.0000 -20.0000 2.06228380708199963
-50.0000 -18.0000 2.06228380708199963
-50.0000 -16.0000 2.06228380708199963
-50.0000 -14.0000 2.06228380708199963
-50.0000 -12.0000 2.06228380708199963
-50.0000 -10.0000 2.06228380708199963
-50.0000 -8.0000 2.06228380708199963
-50.0000 -6.0000 2.06228380708199963
-50.0000 -4.0000 2.06228380708199963
-50.0000 -2.0000 2.06228380708199963
-50.0000 0.0000 2.06228380708199963
-50.0000 2.0000 2.06228380708199963
-50.0000 4.0000 2.06228380708199963
-50.0000 6.0000 2.06228380708199963
-50.0000 8.0000 2.06228380708199963
-50.0000 10.0000 2.06228380708199963
-50.0000 12.0000 2.06228380708199963
-50.0000 14.0000 2.06228380708199963
-50.0000 16.0000 2.06228380708199963
-50.0000 18.0000 2.06228380708199963
-50.0000 20.0000 2.06228380708199963
-50.0000 22.0000 2.06228380708199963
-50.0000 24.0000 2.06228380708199963
-50.0000 26.0000 2.06228380708199963
-50.0000 28.0000 2.06228380708199963
-50.0000 30.0000 2.06228380708199963
-50.0000 32.0000 2.06228380708199963
-50.0000 34.0000 2.06228380708199963
-50.0000 36.0000 2.06228380708199963
-50.0000 38.0000 2.06228380708199963
-50.0000 40.0000 2.06228380708199963
-50.0000 42.0000 2.06228380708199963
-50.0000 44.0000 2.06228380708199963
-50.0000 46.0000 2.06228380708199963
-50.0000 48.0000 2.06228380708199963
-50.0000 50.0000 2.06228380708199963
-50.0000 52.0000 2.06228380708199963
-50.0000 54.0000 2.06228380708199963
-50.0000 56.0000 2.06228380708199963
-50.0000 58.0000 2.06228380708199963
-50.0000 60.0000 2.06228380708199963
-50.0000 62.0000 2.06228380708199963
-50.0000 64.0000 2.06228380708199963
-50.0000 66.0000 2.06228380708199963
-50.0000 68.0000 2.06228380708199963
-50.0000 70.0000 2.06228380708199963
-50.0000 72.0000 2.06228380708199963
-50.0000 74.0000 2.06228380708199963
-50.0000 76.0000 2.06228380708199963
-50.0000 78.0000 2.06228380708199963
-50.0000 80.0000 2.06228380708199963
-50.0000 82.0000 2.06228380708199963
-50.0000 84.0000 2.06228380708199963
-50.0000 86.0000 2.06228380708199963
-50.0000 88.0000 2.06228380708199963
-50.0000 90.0000 2.06228380708199963
-50.0000 92.0000 2.06228380708199963
-50.0000 94.0000 2.06228380708199963
-50.0000 96.0000 2.06228380708199963
-50.0000 98.0000 2.06228380708199963
-50.0000 100.0000 2.06228380708199963
-48.0000 -100.0000 -0.3747103169317755
-48.0000 -98.0000 -0.3747103169317755
-48.0000 -96.0000 -0.3747103169317755
-48.0000 -94.0000 -0.3747103169317755
-48.0000 -92.0000 -0.3747103169317755
-48.0000 -90.0000 -0.3747103169317755
-48.0000 -88.0000 -0.3747103169317755
-48.0000 -86.0000 -0.3747103169317755
-48.0000 -84.0000 -0.3747103169317755
-48.0000 -82.0000 -0.3747103169317755
-48.0000 -80.0000 -0.3747103169317755
-48.0000 -78.0000 -0.3747103169317755
-48.0000 -76.0000 -0.3747103169317755
-48.0000 -74.0000 -0.3747103169317755
-48.0000 -72.0000 -0.3747103169317755
-48.0000 -70.0000 -0.3747103169317755
-48.0000 -68.0000 -0.3747103169317755
-48.0000 -66.0000 -0.3747103169317755
-48.0000 -64.0000 -0.3747103169317755
-48.0000 -62.0000 -0.3747103169317755
-48.0000 -60.0000 -0.3747103169317755
-48.0000 -58.0000 -0.3747103169317755
-48.0000 -56.0000 -0.3747103169317755
-48.0000 -54.0000 -0.3747103169317755
-48.0000 -52.0000 -0.3747103169317755
-48.0000 -50.0000 -0.3747103169317755
-48.0000 -48.0000 -0.3747103169317755
-48.0000 -46.0000 -0.3747103169317755
-48.0000 -44.0000 -0.3747103169317755
-48.0000 -42.0000 -0.3747103169317755
-48.0000 -40.0000 -0.3747103169317755
-48.0000 -38.0000 -0.3747103169317755
-48.0000 -36.0000 -0.3747103169317755
-48.0000 -34.0000 -0.3747103169317755
-48.0000 -32.0000 -0.3747103169317755
-48.0000 -30.0000 -0.3747103169317755
-48.0000 -28.0000 -0.3747103169317755
-48.0000 -26.0000 -0.3747103169317755
-48.0000 -24.0000 -0.3747103169317755
-48.0000 -22.0000 -0.3747103169317755
-48.0000 -20.0000 -0.3747103169317755
-48.0000 -18.0000 -0.3747103169317755
-48.0000 -16.0000 -0.3747103169317755
-48.0000 -14.0000 -0.3747103169317755
-48.0000 -12.0000 -0.3747103169317755
-48.0000 -10.0000 -0.3747103169317755
-48.0000 -8.0000 -0.3747103169317755
-48.0000 -6.0000 -0.3747103169317755
-48.0000 -4.0000 -0.3747103169317755
-48.0000 -2.0000 -0.3747103169317755
-48.0000 0.0000 -0.3747103169317755
-48.0000 2.0000 -0.3747103169317755
-48.0000 4.0000 -0.3747103169317755
-48.0000 6.0000 -0.3747103169317755
-48.0000 8.0000 -0.3747103169317755
-48.0000 10.0000 -0.3747103169317755
-48.0000 12.0000 -0.3747103169317755
-48.0000 14.0000 -0.3747103169317755
-48.0000 16.0000 -0.3747103169317755
-48.0000 18.0000 -0.3747103169317755
-48.0000 20.0000 -0.3747103169317755
-48.0000 22.0000 -0.3747103169317755
-48.0000 24.0000 -0.3747103169317755
-48.0000 26.0000 -0.3747103169317755
-48.0000 28.0000 -0.3747103169317755
-48.0000 30.0000 -0.3747103169317755
-48.0000 32.0000 -0.3747103169317755
-48.0000 34.0000 -0.3747103169317755
-48.0000 36.0000 -0.3747103169317755
-48.0000 38.0000 -0.3747103169317755
-48.0000 40.0000 -0.3747103169317755
-48.0000 42.0000 -0.3747103169317755
-48.0000 44.0000 -0.3747103169317755
-48.0000 46.0000 -0.3747103169317755
-48.0000 48.0000 -0.3747103169317755
-48.0000 50.0000 -0.3747103169317755
-48.0000 52.0000 -0.3747103169317755
-48.0000 54.0000 -0.3747103169317755
-48.0000 56.0000 -0.3747103169317755
-48.0000 58.0000 -0.3747103169317755
-48.0000 60.0000 -0.3747103169317755
-48.0000 62.0000 -0.3747103169317755
-48.0000 64.0000 -0.3747103169317755
-48.0000 66.0000 -0.3747103169317755
-48.0000 68.0000 -0.3747103169317755
-48.0000 70.0000 -0.3747103169317755
-48.0000 72.0000 -0.3747103169317755
-48.0000 74.0000 -0.3747103169317755
-48.0000 76.0000 -0.3747103169317755
-48.0000 78.0000 -0.3747103169317755
-48.0000 80.0000 -0.3747103169317755
-48.0000 82.0000 -0.3747103169317755
-48.0000 84.0000 -0.3747103169317755
-48.0000 86.0000 -0.3747103169317755
-48.0000 88.0000 -0.3747103169317755
-48.0000 90.0000 -0.3747103169317755
-48.0000 92.0000 -0.3747103169317755
-48.0000 94.0000 -0.3747103169317755
-48.0000 96.0000 -0.3747103169317755
-48.0000 98.0000 -0.3747103169317755
-48.0000 100.0000 -0.3747103169317755
-46.0000 -100.0000 -0.0181354855943860
-46.0000 -98.0000 -0.0181354855943860
-46.0000 -96.0000 -0.0181354855943860
-46.0000 -94.0000 -0.0181354855943860
-46.0000 -92.0000 -0.0181354855943860
-46.0000 -90.0000 -0.0181354855943860
-46.0000 -88.0000 -0.0181354855943860
-46.0000 -86.0000 -0.0181354855943860
-46.0000 -84.0000 -0.0181354855943860
-46.0000 -82.0000 -0.0181354855943860
-46.0000 -80.0000 -0.0181354855943860
-46.0000 -78.0000 -0.0181354855943860
-46.0000 -76.0000 -0.0181354855943860
-46.0000 -74.0000 -0.0181354855943860
-46.0000 -72.0000 -0.0181354855943860
-46.0000 -70.0000 -0.0181354855943860
-46.0000 -68.0000 -0.0181354855943860
-46.0000 -66.0000 -0.0181354855943860
-46.0000 -64.0000 -0.0181354855943860
-46.0000 -62.0000 -0.0181354855943860
-46.0000 -60.0000 -0.0181354855943860
-46.0000 -58.0000 -0.0181354855943860
-46.0000 -56.0000 -0.0181354855943860
-46.0000 -54.0000 -0.0181354855943860
-46.0000 -52.0000 -0.0181354855943860
-46.0000 -50.0000 -0.0181354855943860
-46.0000 -48.0000 -0.0181354855943860
-46.0000 -46.0000 -0.0181354855943860
-46.0000 -44.0000 -0.0181354855943860
-46.0000 -42.0000 -0.0181354855943860
-46.0000 -40.0000 -0.0181354855943860
-46.0000 -38.0000 -0.0181354855943860
-46.0000 -36.0000 -0.0181354855943860
-46.0000 -34.0000 -0.0181354855943860
-46.0000 -32.0000 -0.0181354855943860
-46.0000 -30.0000 -0.0181354855943860
-46.0000 -28.0000 -0.0181354855943860
-46.0000 -26.0000 -0.0181354855943860
-46.0000 -24.0000 -0.0181354855943860
-46.0000 -22.0000 -0.0181354855943860
-46.0000 -20.0000 -0.0181354855943860
-46.0000 -18.0000 -0.0181354855943860
-46.0000 -16.0000 -0.0181354855943860
-46.0000 -14.0000 -0.0181354855943860
-46.0000 -12.0000 -0.0181354855943860
-46.0000 -10.0000 -0.0181354855943860
-46.0000 -8.0000 -0.0181354855943860
-46.0000 -6.0000 -0.0181354855943860
-46.0000 -4.0000 -0.0181354855943860
-46.0000 -2.0000 -0.0181354855943860
-46.0000 0.0000 -0.0181354855943860
-46.0000 2.0000 -0.0181354855943860
-46.0000 4.0000 -0.0181354855943860
-46.0000 6.0000 -0.0181354855943860
-46.0000 8.0000 -0.0181354855943860
-46.0000 10.0000 -0.0181354855943860
-46.0000 12.0000 -0.0181354855943860
-46.0000 14.0000 -0.0181354855943860
-46.0000 16.0000 -0.0181354855943860
-46.0000 18.0000 -0.0181354855943860
-46.0000 20.0000 -0.0181354855943860
-46.0000 22.0000 -0.0181354855943860
-46.0000 24.0000 -0.0181354855943860
-46.0000 26.0000 -0.0181354855943860
-46.0000 28.0000 -0.0181354855943860
-46.0000 30.0000 -0.0181354855943860
-46.0000 32.0000 -0.0181354855943860
-46.0000 34.0000 -0.0181354855943860
-46.0000 36.0000 -0.0181354855943860
-46.0000 38.0000 -0.0181354855943860
-46.0000 40.0000 -0.0181354855943860
-46.0000 42.0000 -0.0181354855943860
-46.0000 44.0000 -0.0181354855943860
-46.0000 46.0000 -0.0181354855943860
-46.0000 48.0000 -0.0181354855943860
-46.0000 50.0000 -0.0181354855943860
-46.0000 52.0000 -0.0181354855943860
-46.0000 54.0000 -0.0181354855943860
-46.0000 56.0000 -0.0181354855943860
-46.0000 58.0000 -0.0181354855943860
-46.0000 60.0000 -0.0181354855943860
-46.0000 62.0000 -0.0181354855943860
-46.0000 64.0000 -0.0181354855943860
-46.0000 66.0000 -0.0181354855943860
-46.0000 68.0000 -0.0181354855943860
-46.0000 70.0000 -0.0181354855943860
-46.0000 72.0000 -0.0181354855943860
-46.0000 74.0000 -0.0181354855943860
-46.0000 76.0000 -0.0181354855943860
-46.0000 78.0000 -0.0181354855943860
-46.0000 80.0000 -0.0181354855943860
-46.0000 82.0000 -0.0181354855943860
-46.0000 84.0000 -0.0181354855943860
-46.0000 86.0000 -0.0181354855943860
-46.0000 88.0000 -0.0181354855943860
-46.0000 90.0000 -0.0181354855943860
-46.0000 92.0000 -0.0181354855943860
-46.0000 94.0000 -0.0181354855943860
-46.0000 96.0000 -0.0181354855943860
-46.0000 98.0000 -0.0181354855943860
-46.0000 100.0000 -0.0181354855943860
-44.0000 -100.0000 2.008537926585786276
-44.0000 -98.0000 2.008537926585786276
-44.0000 -96.0000 2.008537926585786276
-44.0000 -94.0000 2.008537926585786276
-44.0000 -92.0000 2.008537926585786276
-44.0000 -90.0000 2.008537926585786276
-44.0000 -88.0000 2.008537926585786276
-44.0000 -86.0000 2.008537926585786276
-44.0000 -84.0000 2.008537926585786276
-44.0000 -82.0000 2.008537926585786276
-44.0000 -80.0000 2.008537926585786276
-44.0000 -78.0000 2.008537926585786276
-44.0000 -76.0000 2.008537926585786276
-44.0000 -74.0000 2.008537926585786276
-44.0000 -72.0000 2.008537926585786276
-44.0000 -70.0000 2.008537926585786276
-44.0000 -68.0000 2.008537926585786276
-44.0000 -66.0000 2.008537926585786276
